letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
65,5069,break,high,rubric,1.03,66,64,wohl beendigt sind wornach ich dann sofort von hier über Gla,f. w nach Schlawenschitz abreisen kan. Nur gerne möchte ich Ewr
65,5074,break,high,short_line+column,0.45,29,64,"In tiefsten Respect ersterbe,",Ewr Hochfürstliche Durchlaucht
65,5075,break,high,short_line+column,0.47,30,64,Ewr Hochfürstliche Durchlaucht,Ein gewißer Margraff aus Berlin schreibt
65,5076,run,review,short_line,0.62,40,64,Ein gewißer Margraff aus Berlin schreibt,heute die Fürsten Sacken sey sehr schwächtern unterthänigster Diener
65,5078,break,high,short_line+column,0.59,38,64,"Ich wenn nicht was daran ist — Es ist,",v Triebenfeld
65,5079,break,high,short_line+column,0.2,13,64,v Triebenfeld,Kontop d 9tn Octobr 1809.
66,5086,break,high,short_line,0.54,33,62,ausgestänzt und Landes verwiesen.,"Wegen Heiler werde ich dennoch um seines Vaters willen, der Ober¬"
66,5095,run,review,short_line,0.49,30,62,ſo muß man darauf nicht höhren,"Haben die Kerls nichts, so kan man ihnen vor der Hand nichtes nehmen."
66,5104,break,high,short_line+column,0.13,8,62,Ich laße,nichts und haben schon lange nichts gegeben.
66,5117,run,review,short_line,0.64,37,58,Soweit die Pohlnische Angelegenheiten,"Ob der König würklich nach Berlin kommen wird, wird noch von"
66,5124,run,review,short_line,0.29,17,58,der Welt winken —,Inzwischen glaube ich von dem Promesen die man unsern guten
66,5130,run,review,short_line,0.4,26,65,und Schönbrunn übersehen -,Es hieß vor ein paar Tagen wir bekämen Hannover ein Stück von
66,5135,break,high,short_line,0.22,14,65,schaffen müße.,Hier will man Absolut daß Napoleon an der Brust Waßer sucht leide und
66,5149,break,high,short_line,0.35,23,65,wieder freie Hand habe.,daß die Prinzeß Emilii recht glücklich sein möge wünsche ich von Grund
66,5152,run,review,short_line,0.12,8,65,zu sehen,Um die fortdauer höchſt Dero Wohlwollens bitte ich und erſterbe in tie
66,5154,break,high,short_line+column,0.66,43,65,Hochachtung. Ewr Hochfürstliche Durchlaucht,Kontop den 16ten Decbr
66,5155,break,high,short_line+column,0.34,22,65,Kontop den 16ten Decbr,treuester Knecht
66,5156,break,high,short_line+column,0.25,16,65,treuester Knecht,Es liegen hier im v Triebenfeld
66,5169,run,review,short_line,0.15,10,67,durchlängt,"Ewr versprachen das Frachtlohn berichtigen zu laßen, sein Sie also so"
66,5200,break,high,rubric+short_line,0.22,13,60,v Triebenfeld,16. Xbr. 1809
67,5204,break,high,short_line+column,0.36,23,64,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
67,5205,break,high,short_line,0.41,26,64,Gnädigster Fürst und Herr!,Ewer Durchlaucht höchst gnädiges Schreiben von 24 ten erhielt ich heut
67,5214,break,high,short_line,0.67,43,64,"helfen, es daure nun so lange als es wolle.",Nächst diesen hält mich die Pohlnische Angelegenheit hier nun gefaßelt
67,5219,break,high,short_line+column,0.36,23,64,"Hawich, der mir anzeigt",daß Honrichs ein Erzbetrüger sey.
67,5220,break,high,short_line,0.52,33,64,daß Honrichs ein Erzbetrüger sey.,"Ob dies nun zwar erst erwiesen werden muß, so habe ich doch so"
67,5235,break,high,short_line+column,0.44,29,66,haben nichts erhalten und ich,ich nicht.
67,5236,break,high,short_line,0.15,10,66,ich nicht.,"Was an der Sache ist soll und muß heraus, noch glaube ich die Nachrich"
67,5241,run,review,short_line,0.71,47,66,"Seis indes wie ihm wolle, die Sache muß am Tage",So viel ist übrigens ganz gewis daß weder Henrici oder irgend jemand
67,5253,break,high,short_line,0.26,16,62,woran zu halten.,Wann dies fertig ist und ich hier mit der Wittwen Casse wegen meine An
67,5256,break,high,short_line,0.29,18,62,zu Füßen zu legen.,"So eben schreibt Grevenitz aus Berlin, daß dHn. G. v. Köckritz sehr"
67,5261,break,high,short_line,0.31,19,62,vergeßen zu lernen.,Mir schrieb man Gen: L v Köckritz wurde sich zur Ruhe setzen und Gener
67,5264,break,high,short_line,0.65,40,62,gefragt aber noch keine Anwort erhalten.,"das der falsche Gr. Götz ad Patrim geht, ist gut, ich habe wunderdinge"
67,5266,run,review,short_line,0.32,20,62,dem Manne erfahren —,Von dem neuen Organisationen hoffen einige vieles — ich nichts
67,5272,break,high,short_line,0.56,35,62,B - und Lecht Meyer Wolff streiten.,Geruhen Ewr Hochfürstliche durchlaucht mir doch gnädigst die Ihnen im
67,5277,run,review,short_line,0.44,27,62,zu tiefen Respect ersterben,Ewr Hochfürstliche Durchlaucht unterthäniger Diener
67,5279,break,high,rubric+short_line,0.1,6,62,Kontop,1. Januar 1840.
67,5285,break,high,short_line,0.71,46,65,mir nebst den 3 Resolutionen zurück zu senden.,"Mein nach Zagorowo geſandter Bothe, ist noch nicht zurück - Hawich"
67,5288,run,review,short_line,0.54,35,65,"bin ich überzeugt, daß es Lube sind","Ich werde genau zu erforsahm suchen was an der Sache ist, im voraus"
67,5298,break,high,short_line,0.46,30,65,gegen alles muthig protectirt.,Ich werde von Brzechsta um Garczynski alles erfahren hat Hecker
68,5308,break,high,short_line+column,0.34,23,68,Durchlauchtigſter Fürſt,Gnädigster Fürſt und Herr!
68,5309,break,high,short_line,0.38,26,68,Gnädigster Fürſt und Herr!,"Honrichs ist diese Nacht hier angekommen, er hat sich ausgewiesen, daß"
68,5325,run,review,short_line,0.12,8,68,wertende,und sie mir sogleich durch einen Bothen zusenden. Honrichs ward hier
68,5348,break,high,short_line,0.07,5,69,thun.,der Tod Prefect Brzechsta schreibt
68,5349,run,review,short_line,0.49,34,69,der Tod Prefect Brzechsta schreibt,Der Früß muß seine Güter sofort wieder haben. Indes glaube ich
68,5352,run,review,short_line,0.61,42,69,den alles wird sich hier im kurzen anderen,Honrichs sagt die Rußen räckten ganz gewis in der Provinz Warschau im
68,5355,run,review,short_line,0.29,20,69,"gesinnt, und jubelte",O Geschähe doch dies dem solten Sie guter Fürst nicht nur schnell ihre
68,5358,break,high,short_line,0.13,9,69,erhalten.,Aber nun schicken Sie eine Anweisung oder Baar Geld — ich habe so wahr
68,5371,break,high,short_line,0.4,29,72,den Ihnen und mir helfen mag.,Die Guht sagt mich fürchterlich zu das Schreiben nur Blut sauer
68,5373,break,high,short_line+column,0.32,23,72,fendes erstürbe ich als,Ewr Durchlaucht
68,5374,run,review,short_line,0.21,15,72,Ewr Durchlaucht,Herr Termin ist bis zum 28ten Jahr kurz Urkunde und Geld muß den 28 te
68,5389,break,high,short_line+column,0.62,45,72,kan man kan dann mit doppelten Rechte fordern,Kontop den 18ten Februar
68,5390,break,high,short_line+column,0.33,24,72,Kontop den 18ten Februar,1810.
68,5391,break,high,short_line,0.07,5,72,1810.,treu gehorsamer Diener
68,5392,break,high,short_line+column,0.31,22,72,treu gehorsamer Diener,v Triebenfeld
69,5396,break,high,short_line+column,0.47,24,52,"Durchlauchtigſter Fürſt,",Gnädigster Fürst und Herr!
69,5397,break,high,short_line,0.5,26,52,Gnädigster Fürst und Herr!,fuer Hochfürstlichen Durchlaucht worden durch den H.
69,5398,break,high,rubric,1.01,52,52,fuer Hochfürstlichen Durchlaucht worden durch den H.,"H. Lombardini schon erfahren haben, daß ich das Geld"
69,5413,run,review,short_line,0.19,8,42,antworte,Nachdem hierüber aller erhaltenen Gnädigst Aufträgen werden erhalte
69,5418,break,high,rubric+short_line,0.14,6,42,Kontop,d. 26ten febr.
69,5420,break,high,short_line,0.12,5,42,1810.,unterthänigst treu gehorsamte
69,5421,break,high,short_line+column,0.7,29,42,unterthänigst treu gehorsamte,Bally
70,5425,break,high,short_line+column,0.32,23,72,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr
70,5426,run,review,short_line,0.35,25,72,Gnädigster Fürst und Herr,"Aus beigehendes Schreiben des p Hecker wollen, Euer Hochfürstliche Dur"
70,5431,break,high,short_line,0.22,16,72,Fluren hinzieht.,Garczynski glaubte dem Heiller alles übergaben zu müßen und hat ihm im
70,5438,break,high,short_line,0.31,22,72,Stipuliren laßen will.,"Seine des Weckers Caution werde ich Garczynsken anweisen, damit man de"
70,5448,break,high,short_line,0.65,44,68,"ist, wie die Beilage zeigt nicht erscheinen.",den 2ten April ist ein neuer Termin angesetzt - Kirchli bleibt noch
70,5450,break,high,short_line,0.55,37,68,2 Monath — Daher ist nichts verloren.,Raczhowski und Künzel stehen mit Honrichs der Sache vor - alles ist
70,5454,run,review,short_line,0.31,21,68,ſoll es nicht fehlen;,"des Placzkowzin und Kunzels Briefe lege ich bey, bitte mir aber alles"
70,5456,break,high,short_line,0.37,25,68,schnell zurück zu senden.,daß ich nicht nach Schlawenschitz komme darüber zu reinen Ewr Durchlau
70,5464,run,review,short_line,0.44,30,68,Complimente machen nicht statt,"Wann ich Rector und Honrichs gesprochen habe, den gehe ich nun Ihrentw"
70,5470,run,review,short_line,0.71,48,68,schon wißen womit ich jedem das Maul storfen kan,Nachhandelt mann Sie zu und ankbar. Ich dulde keine Demüthigung und we
70,5480,break,high,short_line,0.32,23,73,eilig die Reiſe machen.,Die 600 Rthl die Honrichs mit nahmen ſind in 2 Fuß alten Ungar eingesc
70,5482,run,review,short_line,0.62,45,73,Garczynski Keller gefloßen — Sie würken gut —,"Meine Güter sind an die Pächter übergeben, alles ist so geordnet, daß "
70,5489,break,high,short_line,0.52,38,73,ſtehe ich doch das Ende meiner Leiden.,In tiefster Hochachtung ersterbe.
70,5490,break,high,short_line,0.45,33,73,In tiefster Hochachtung ersterbe.,Ewr Hochfürstliche Durchlaucht
70,5491,break,high,short_line+column,0.41,30,73,Ewr Hochfürstliche Durchlaucht,Kontop den 25ten Merz
70,5492,break,high,short_line+column,0.29,21,73,Kontop den 25ten Merz,1810.
70,5493,break,high,short_line,0.07,5,73,1810.,treu unterthäniger Diener
70,5494,break,high,short_line+column,0.34,25,73,treu unterthäniger Diener,v Triebenfeld
71,5498,break,high,short_line+column,0.35,23,66,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
71,5499,break,high,short_line,0.39,26,66,Gnädigster Fürst und Herr!,Die Rochlizsche Sache ist wie die Beilage zeigt nun eingeleitet und Ew
71,5512,break,high,short_line,0.54,36,66,"zu geben weigerte, abgefordert habe.",Geruhen Ewr Durchlaucht mir auf das allerbaldigste zwey bis drey
71,5526,break,high,short_line+column,0.22,6,27,Kontop,d 30ten Merz
71,5527,break,high,short_line+column,0.44,12,27,d 30ten Merz,1810
71,5528,run,review,short_line,0.15,4,27,1810,treu gehorſamſter Knecht
72,5533,run,review,short_line,0.41,23,56,"Hochwohlgebohrner Herr,",Hochgeehrtester Herr Kriegs und ForstRath!
72,5540,break,high,rubric,1.03,57,56,"rechnet, daß ich darüber das ganze Tausch Projekt mit dem",H. General v lohimmelfennig[?] Ew. Hochwohlgebohren Willens
72,5598,run,review,short_line,0.07,3,44,not,"Urkunde, welche ich Ew Hochwohlgebohren unlängst"
72,5603,run,review,short_line,0.64,28,44,durch einen Expressen meinen,übersende. welchem Sie selbige zu übereignen die Gegenheit haben wer E
72,5635,run,review,short_line,0.26,14,54,auf Ew. Rahten,Geruhen Ew. H. die Verführung der unveränderlichen
72a,5641,break,high,short_line+column,0.4,23,58,Durchlauchtigster Fürst,Gnädigster Fürſt und Herr!
72a,5642,break,high,short_line,0.45,26,58,Gnädigster Fürſt und Herr!,daß ein Pacht Contract mit dem H. Podprefecten über die Zagorower
72a,5650,break,high,short_line,0.45,26,58,in Schlawenschitz zu sein.,Inzwischen wird der Pod prefect ganz zuverläßig den 11ten oder 12ten
72a,5663,break,high,short_line,0.25,14,57,Zwingen laßen.,Übrigens ist vor ein paar Tagen der Prozeß mit den
72a,5691,break,high,short_line,0.57,32,56,König von Sachsen garantirt war.,"Auf die Güter stehen, zwar wie mir beiwohnt 80000 Rthl Schulden"
72a,5715,break,high,short_line+column,0.46,28,61,In tiefsten Respect verharre,Ewr Durchlaucht
72a,5716,break,high,short_line+column,0.25,15,61,Ewr Durchlaucht,Kopoyno
72a,5717,break,high,short_line+column,0.11,7,61,Kopoyno,den 23ten Februar 1812.
72a,5718,break,high,short_line,0.38,23,61,den 23ten Februar 1812.,unterthänigen Diener
72a,5719,break,high,short_line+column,0.33,20,61,unterthänigen Diener,v Triebenfeld
72b,5723,break,high,short_line+column,0.36,23,64,durchlauchtigster Fürst,Gnädigſter Fürſt und Herr!
72b,5724,break,high,short_line,0.41,26,64,Gnädigſter Fürſt und Herr!,Aus den beigelegenen Schreiben des Herrn Podprefecten v Brzechsta und
72b,5746,run,review,short_line,0.15,9,61,schneider,die Wegbezirns Bauern haben noch keine Appellation ange¬
72b,5751,break,high,short_line,0.64,39,61,Euer Durchlaucht desto ergiebiger sein.,Die Olerniger Sache ist Sprührecht und wird sogleich als Herr
72b,5753,break,high,short_line,0.61,37,61,von Brzechsta retournirt vorgenommen.,Mit Hawich ist alles abgemacht - Er erhält das damahls ihm
72b,5765,run,review,short_line,0.33,21,64,bübereien aufzudecken,"Niedzewiecki machte, anstatt, daß er Ewr Durchlaucht nach 6000 Rthl za"
72b,5773,run,review,short_line,0.69,44,64,von dem Bösewicht nichts den er hatt nichtes,Gegenwärtig ist unser vorzüglichstes Bemühen zins reste beizu¬
72b,5788,run,review,short_line,0.03,1,33,d,nach Schlawenschitz zu kommen um den Bidern Vater mit seine guten
72b,5792,run,review,short_line,0.45,15,33,Ewr Durchlaucht,gerufen er durchlaucht beigehende
72b,5795,break,high,short_line,0.52,17,33,Krieg wird nicht.,unſer Welt Theil gleicht
72b,5797,break,high,short_line+column,0.48,16,33,jezt ein Irrhauß,Blizanow
72b,5798,break,high,short_line+column,0.24,8,33,Blizanow,12ten Merz 1872.
72b,5799,break,high,short_line,0.48,16,33,12ten Merz 1872.,treu unterthäniger Diener
72c,5804,run,review,short_line,0.53,23,43,"Hochwohlgebohrner Herr,",Insonders hochzuverehrender Herr Krieges und Frühsttag
72c,5817,break,high,short_line+column,0.44,19,43,Ew Hochwohlgebohren,Kalisz
72c,5818,break,high,short_line+column,0.14,6,43,Kalisz,den 8ten Martz 12.
72c,5819,break,high,short_line,0.42,18,43,den 8ten Martz 12.,gehorsamster Diener
72c,5820,break,high,short_line+column,0.44,19,43,gehorsamster Diener,der Kreis Rath
72c,5821,break,high,short_line+column,0.33,14,43,der Kreis Rath,Thiel
72c,5822,break,high,rubric+short_line,0.12,5,43,Thiel,ad 12. Merz 1812.
72d,5826,break,high,short_line,0.67,27,40,Warschau den 5t Maerz 1812.,Lieber Bruder
72d,5827,run,review,short_line,0.32,13,40,Lieber Bruder,"Ich eile dich zu benachrichtigen, daß ich verschie¬"
72d,5836,break,high,short_line+column,0.17,7,40,Leb wol,dem Freund und Beide.
72d,5837,break,high,short_line,0.52,21,40,dem Freund und Beide.,Brzechsta
72e,5842,break,high,short_line,0.54,15,28,Kochany Bracie!,"Pospieszam z doniesieniem, iż dla"
72e,5853,break,high,short_line,0.46,13,28,więcey pisać.,Będąc zdrów
72e,5854,break,high,short_line+column,0.39,11,28,Będąc zdrów,[k?]ony Bracie!
72e,5855,break,high,short_line,0.54,15,28,[k?]ony Bracie!,przyiaciela
72e,5856,break,high,rubric+short_line,0.39,11,28,przyiaciela,B. Brzechsta
72f,5860,break,high,short_line,0.48,26,54,Gündigſter Fürſt und Herr!,Vor mehrere Wochen als ich im Begriff einer nach
72f,5878,break,high,rubric,1.0,54,54,für die Verpflegung der Truppen wo hier manchen Tag im,"30, 40, um mehr offiziere ohne ihre Leute von der Herrschaft"
72f,5932,run,review,short_line,0.12,5,43,nicht,das weitere Mehrere herinaden mag ich sehr erb¬
72f,5942,run,review,short_line,0.67,29,43,und die Noth beseitigen werde,Die tiefste Verehrung ist es in der ich Respectivale
72f,5944,break,high,short_line+column,0.21,9,43,ersterben,Ewr Durchlaucht
72f,5945,run,review,short_line,0.35,15,43,Ewr Durchlaucht,Honrichs wird wohl dieser Tage arretirt werden Er
72f,5949,break,high,short_line+column,0.6,26,43,Verzeihen Euer durch nicht,mein Geschreibsel
72f,5950,break,high,short_line+column,0.4,17,43,mein Geschreibsel,habe an 4. Stunden
72f,5951,break,high,short_line+column,0.42,18,43,habe an 4. Stunden,rüber zu bringen müßen.
72f,5952,break,high,short_line,0.53,23,43,rüber zu bringen müßen.,Kopoyno
72f,5953,break,high,short_line+column,0.16,7,43,Kopoyno,22ten May 1812
72f,5954,run,review,short_line,0.33,14,43,22ten May 1812,unterthänigster Diener v Triebenfeld
73,5958,break,high,short_line+column,0.08,5,63,Copia,Hochwohlgeboren Herr
73,5959,break,high,short_line+column,0.32,20,63,Hochwohlgeboren Herr,Hochzuehnder Herr Königl: Forstrath!
73,5960,break,high,short_line,0.57,36,63,Hochzuehnder Herr Königl: Forstrath!,Der reitende Bode der Ein Hochwohl diese Antwort auf dero Schreiben
73,5972,run,review,short_line,0.05,3,63,hat,Vorleibe berücksichtigen hoffentlich wird man bei dem ersten Geboth
73,5979,run,review,short_line,0.06,4,63,bend,Einleidung zu dreffen: Daß der Part contract so abgeschloßen wird
73,5985,run,review,short_line,0.11,7,63,plutier,"Pfond, daß Tragen aller Lasten von Seiten des Pächters"
73,5987,run,review,short_line,0.1,6,63,iſtere,finde ich Natürlich; Ein Abstands Quantum auf den möglichen
73,6064,break,high,short_line+column,0.49,18,36,baldige Wiederſche,Hoch achtung
73,6065,run,review,short_line,0.33,12,36,Hoch achtung,treu Ergebenster Freund und deine
73,6066,break,high,rubric,0.9,33,36,treu Ergebenster Freund und deine,F. L. Fürst zu Hohenlohe
74a,6071,break,high,short_line+column,0.04,5,113,Copia,Pro Fisco.
74a,6072,break,high,short_line,0.09,10,113,Pro Fisco.,Summum periculum in mora
74a,6073,run,review,short_line,0.21,24,113,Summum periculum in mora,Der Krieges und Forst Rath von Triebenfeld zu Kontop bey Gruneberg in 
74a,6112,break,high,short_line+column,0.57,64,113,mit 9375 Rthl Can restierenden imgleichen der von da ablaufe,zi[?]sen Arrest anzulegen.
74a,6113,break,high,short_line,0.23,26,113,zi[?]sen Arrest anzulegen.,Dieser Arrestschlag ist auch in jeder Hinsicht begründet. Zur Begründe
