key,pad,page,transcribed,proposed,decision,why
082a9ab0,oe1bu9454-233,2,Vorwand Kopoyno,Vorwerk Kopoyno,y,'Vorwerk' is the standing term for such an outlying farm and is elsewhere in the corpus; 'Vorwand' is meaningless here
d3c7e7ba,oe1bu9454-233,2,Nybbel,Mühle (or a place-name),n,no plausible German word; possibly a misread mill or holding
c2df62fa,oe1bu9454-233,3,Fürst August,Fürst August (unverified),n,flagged only as a name to be checked against the family; not altered
b9aee002,oe1bu9454-233,4,an Beisen,in Beisein,@17061 Beisen -> Beisein,standard formula for accounts rendered in the presence of an officer
f4ec61aa,oe1bu9454-234,3,Invalidus Casse,Invaliden-Casse,@17117 Invalidus -> Invaliden,elsewhere in the letter the form is 'Invaliden Casse'
69273bfa,oe1bu9454-234,4,gelegt,gelingt,n,'so gelingt die Sache gewiss' fits the sense and the surrounding optimism
e8325900,oe1bu9454-234,4,treuer Knecht,treuester Knecht,n,Triebenfeld's usual subscription elsewhere in the correspondence
ff83dda2,oe1bu9454-235,1,Eine Durchlaucht,Ewr Durchlaucht,y,Standard address elsewhere in the letter; one-stroke Kurrent confusion.
a0688173,oe1bu9454-235,1,was den verlohren geht,was dann verlohren geht,n,'den' for 'dann'/'denn' is a recurrent orthographic feature of this hand.
63ae06a4,oe1bu9454-235,2,mehr alt,mehr als,y,'als' is required; t/s confusion in Kurrent.
6e9c3c6c,oe1bu9454-236,1,ſuhnſuchts voll,sehnsuchtsvoll,@17219 ſuhnſuchts -> ſehnſuchts,"Kurrent h/e and n/u confusions; the sense ""full of longing"" fits the context of awaiting documents."
2c580c89,oe1bu9454-236,2,bekönt,bekäme (nicht),n,"Sense requires ""would not get a heller"", parallel to ""nicht einen Groschen"" above."
d937dd6e,oe1bu9454-236,2,erst kamen,erst kennen,n,"""kennen"" (to know/learn) fits the object ""Gesinnungen und Verhältnisse""; Kurrent n/m confusion."
d3b93812,oe1bu9454-237,1,der Beruf,der Brief,y,"A letter, not a 'calling', is what would be left lying at the post office until collected; 'Beruf'/'Brief' are close in Kurrent."
6f0438c9,oe1bu9454-237,1,sandte den Brief am Amtman König,sandte den Brief an den Amtman König,n,'am' for 'an den' is a likely transcription contraction.
cd6061ba,oe1bu9454-237,2,Boßer,besser,y,'Boßer' is not a German word; 'besser' fits the sense exactly.
767c67e3,oe1bu9454-237,2,In tiefen Respect,In tiefstem Respect,n,The standing formula is superlative; 'tiefen' may be a transcription slip.
4b0b4b57,oe1bu9454-237,2,Mecerowitz,Meierowitz,y,"Page 1 has 'Meierowitz'; the same person is presumably meant, and one of the two spellings is a misreading. Both are left as transcribed."
b02b9d20,oe1bu9454-238,1,verlieben,verließen,y,"""left"" is required by context; ß/b confusion."
0f51ccbd,oe1bu9454-238,2,mitt errathen,nicht errathen,n,"Single-letter/word confusion; ""cannot guess"" fits ""besonders da Sie mir den Datum nicht anzeigten""."
5a0421ec,oe1bu9454-238,4,Beduch,Besuch,y,"""Besuch"" (visit) fits ""personal visit""."
2fd72702,oe1bu9454-240,1,die Ruße Truppen,die Russischen Truppen,n,"Apparent abbreviation/slip for the adjective; cf. ""die Hußen"" on p. 2."
6d7354fe,oe1bu9454-240,1,Hard:,Hardenberg,n,"Standard abbreviation for the Prussian State Chancellor Hardenberg, who fits the dialogue."
faab7b9c,oe1bu9454-241,1,Sch Militair Gouverneur,Schlesischer Militair Gouverneur,n,parallel to 'die Schlesen Landwehr' immediately preceding.
c421e5cf,oe1bu9454-242,1,erůten Novbr,ersten Novbr,y,Kurrent long-s / t confusion; reading 'first of November' assumed in translation as marked
64ee7255,oe1bu9454-242,1,forzon de parlez,façon de parler,n,phonetic rendering of the French
1d3bca45,oe1bu9454-242,1,um staru,und stark,n,would yield 'in good health and strong'
282f3814,oe1bu9454-242,1,um fein de paille,ein feu de paille,n,phonetic rendering of the French idiom 'a flash in the pan'
603bf7e9,oe1bu9454-242,2,mediati sirt,mediatisirt,@17565 mediati sirt -> mediatisirt,word split across the line
1412e643,oe1bu9454-243,1,unsezzen müße,umsetzen müssen,@17572 unsezzen -> umsetzen,'umsetzen' (to convert/exchange money) fits the context of exchanging Prussian Courant for Vienna notes; double-s/z confusion is common in this hand.
25cdc857,oe1bu9454-243,1,so gehn ich,so gehe ich,n,Simple orthographic slip.
a6ee9c82,oe1bu9454-244,1,Balka,Balkon,@17613 Balka¬ -> Balkon¬,Stepping out onto a balcony to toast the troops.
4883394b,oe1bu9454-244,1,Milliren,Millionen,y,"""viel Millionen fremden Thränen""."
27b46b6c,oe1bu9454-244,1,sache,sahe,y,"""was ich en passant selbsten sahe"" — which I myself saw in passing."
2f49a839,oe1bu9454-244,2,Bar. v. Hum.,Baron von Humboldt,n,Wilhelm von Humboldt was a Prussian plenipotentiary at Vienna; abbreviation left as transcribed.
2584b94f,oe1bu9454-244,2,Gehl Rath,Geheimer Rath,n,Standard abbreviation for Privy Councillor.
b8039cdd,oe1bu9454-244,2,hößen,Füßen,y,"""zu Füßen legt"" — the standard formula of respectful submission."
653a72be,oe1bu9454-244,3,Der Souveraine Prinz von Holland nimt der Königs Titell an,den Königs-Titel an,n,"Accusative expected after ""annehmen""; ""der"" is likely a slip or misreading. Rendered as transcribed."
89516fdd,oe1bu9454-245,1,die Rerowen von jährl. 79500 Mk.,Revenüen ... Rthl,@17717 Rerowen -> Revenüen,The same figure 79500 is given in Rttlr earlier on the page; 'Mk.' is anachronistic for 1814.
d7e1cd08,oe1bu9454-246,1,günstige Verzögerung,ungünstige Verzögerung,n,"A delay caused by Austrian obstruction and Talleyrand's intrigues would more naturally be unwelcome; but the text as transcribed reads ""favourable"" and is trans"
9280aace,oe1bu9454-246,2,Der K von Wurz:,Der Kurfürst von Würzburg,n,"Ferdinand of Würzburg was Grand Duke/Elector; the abbreviation could stand for König, Kurfürst or Großherzog."
9545dcf4,oe1bu9454-246,2,der Berg eine Maus gebühren,der Berg eine Maus gebähren,y,"The proverb is ""the mountain gives birth to a mouse""; gebühren (to be due) is a spelling slip."
c0d0acac,oe1bu9454-247,1,gnädigst zu äußern gericht,gnädigst zu äußern geruht,y,"standard chancery formula ""geruht sich zu äußern""; t/h confusion in Kurrent"
54520d6a,oe1bu9454-247,2,erlaßen wolle,erloschen sei,n,"a right lapsing at death is ""erlischt"", not ""erlassen"""
ac2c4532,oe1bu9454-248,1,justi-,just angefangenes,n,"Possibly ""ein just angefangenes Schreiben"" = ""a letter just begun""."
3762b3f5,oe1bu9454-248,1,die Curischen Erben,die Curländischen Erben,n,Possibly the Courland heirs; but the reading is left as transcribed.
7a4c5130,oe1bu9454-248,1,Winzingerode,Wintzingerode,n,Usual spelling of the family name; left as transcribed.
bd87b057,oe1bu9454-248,3,zu güsten,zu Gunsten,@17978 güsten -> Gunsten,"Standard phrase ""zu Gunsten"" (in favour of)."
6a47c032,oe1bu9454-248,3,haabe,Habe,n,"""Herr von aller seiner Habe"" = lord of all his property."
58881587,oe1bu9454-248,3,alle den Güter,alle die Güter,n,Apparent case/article slip in the transcription.
cb6ed71e,oe1bu9454-249,2,Gral[?],Grätz (Graz),n,A tour to Graz and Triest is the geographically coherent pairing; the manuscript reading is not settled and is left marked.
74344769,oe1bu9454-250,1,meinen Würkungs Kreisliegt,meinem Wirkungskreise liegt,@18040 Kreisliegt -> Kreis liegt,"Word-division and case; standard chancery phrase ""soviel es in meinem Wirkungskreise liegt""."
5d3a7271,oe1bu9454-250,1,Beylage zu der Brief von 17ten 9br.,Beylage zu dem Brief vom 17ten 9br.,n,"Gender/case of the article and the preposition; also the archival note may have been added later, which would explain the date discrepancy."
abad5dd0,oe1bu9454-251,1,und werbe gemacht,und mürbe gemacht,y,"""mürbe gemacht"" (worn down) is idiomatic with ""vom Kummer gebeugt"""
bd2d42ff,oe1bu9454-253,1,die Curischen Mandatarien,die Curländischen Mandatarien,n,"if Courland is meant; but Curisch could equally stand for a family or place name, so left as transcribed."
d77b1815,oe1bu9454-253,1,dHl. Hofft: Hahn,des Herrn Hofrath Hahn,n,"""Hofft:"" is almost certainly an abbreviation of Hofrath; left as read in the translation only as the title."
af2c731c,oe1bu9454-255,1,Eine Durchlaucht,Ewr Durchlaucht,n,"'Eine' is almost certainly a misreading of the abbreviation 'Ewr'; translated as 'Your Serene Highness' only because the sentence otherwise has no addressee, bu"
ac984232,oe1bu9454-255,1,mit reſten Vertrauen,mit festem Vertrauen,y,'reſten' is not a German form; 'festem' fits the idiom.
cd24f382,oe1bu9454-255,2,Alles ander,Alexander,n,Emperor Alexander I of Russia was at the Congress; 'der Kayser Alexander folgt mit allem was zu seinem Hof gehört' reads naturally. Not folded into the translat
b92db4dd,oe1bu9454-255,2,seine Weise dahin an,seine Reise dahin an,y,'die Reise antreten' is the fixed idiom.
1b4bcb8a,oe1bu9454-255,2,treu gehorsamster Diener,treu gehorsamster Diener,n,Not in the termbase list; rendered literally as 'most faithfully obedient servant' rather than assimilated to 'gehorsamster Diener'.
7e272db2,oe1bu9454-256,1,vor Acker,vor Anker,y,"'noch vor Anker liegen' (still lying at anchor, i.e. not yet under way) is an idiom that fits the sense; 'Acker' is a plausible Kurrent misreading of 'Anker'."
3e617557,oe1bu9454-256,1,H. Eur. Staats Krazlers,Herrn Fürsten Staats Kanzlers,@18315 Krazlers -> Kanzlers,'Krazlers' is evidently 'Kanzlers' (Chancellor); 'Eur.' is doubtful in this position.
fbd9dea3,oe1bu9454-256,1,Bulow Ekelg.,Bulow Excellenz,n,'Ekelg.' in the position after a minister's name is likely an abbreviation of 'Excellenz'; left as transcribed.
90f38ab9,oe1bu9454-256,1,Er ist dicken Freund des Zerboni und Cosmar,Er ist dicker Freund des Zerboni und Cosmar,n,Inflection; sense 'close friend' either way.
e0a857aa,oe1bu9454-257,1,500000[?],50000,n,"A 50,000 Rthl principal recurs in this correspondence; the extra zero may be a transcription artefact. NOT folded into the translation — figure carried as writt"
25640050,oe1bu9454-258,1,Stets Durch,Staats-Rath,@18373 Stets Durch -> Staats Rath,"""Herr Geheimer Staats-Rath Stägemann"" is the documented style of Friedrich August von Stägemann, Prussian Privy Councillor of State at the Congress of Vienna."
2286b0cd,oe1bu9454-259,1,Jede Munte,Jede Minute,y,'At every minute I await' is the standing idiom; 'Munte' is likely a Kurrent misreading of 'Minute'.
e16a7f4c,oe1bu9454-259,1,O[S?]G,OLG (Ober-Landes-Gericht),n,The Superior Provincial Court at Brieg is named in full later in the same period.
b514b173,oe1bu9454-259,2,dem Lampf ist hier glücklich bestanden,der Kampf ist hier glücklich bestanden,@18438 Lampf -> Kampf,'Kampf' (struggle) fits 'glücklich bestanden'; L/K confusion is common in Kurrent.
dde1805b,oe1bu9454-259,2,lehren dann wieder,kehren dann wieder,y,'kehren wieder' (return) is required by 'und begleiten Ihnen'.
2ea71be1,oe1bu9454-260,2,wögter,wogegen,n,'wogegen welches' would give 'against which'; graphically close
68553be1,oe1bu9454-260,2,eine profitieren Bau,keine profitieren kann,n,"restores negation and finite verb; alters sense, so left out of translation"
a03c96c0,oe1bu9454-260,3,war meldete,vor meldete,n,'als ich vormeldete' = 'than I previously reported'
95e4cd32,oe1bu9454-260,3,genommen Theuerung,zugenommenen Theuerung,n,'increased dearness' fits the complaint
e8e3dd6f,oe1bu9454-260,3,190 fr,190 fl (gulden),n,Viennese context suggests florins; figure and abbreviation carried as written
f8d8d871,oe1bu9454-261,2,ſtaht,steht,n,Orthographic variant with long s in the transcription.
ecdeeea3,oe1bu9454-261,2,Nahmen Sie,Nehmen Sie,n,a/e confusion; imperative required.
7b16d092,oe1bu9454-261,3,Minor,Memoire,n,A written memorandum would be the instrument by which Triebenfeld vexed his opponent.
ab07851f,oe1bu9454-262,1,Erer Durchlaucht,Ewr Durchlaucht,n,Elsewhere on the page the form is 'Ewr Durchlaucht'
f951c49d,oe1bu9454-262,1,der Fünſt,der Fürst,y,Kurrent r/n confusion
b2d3693c,oe1bu9454-262,1,Sagen Sie Inſem edlen Mann,Sagen Sie diesem edlen Mann,n,'Inſem' is not a German word
46cbe8e9,oe1bu9454-262,1,Sie legte,Sie legten,n,verb agreement with the polite 'Sie'
a5675d8a,oe1bu9454-262,1,des Hören Fürsten Hardenberg,des Herrn Fürsten Hardenberg,n,'Hören' is almost certainly a misreading of 'Herrn'
c8f27560,oe1bu9454-262,2,ſo halt,So hat er,n,A subject and auxiliary appear to have been lost
52e4bd20,oe1bu9454-262,3,Hardemberg,Hardenberg,y,spelled 'Hardenberg' on page 1
c244851b,oe1bu9454-262,3,Casperln Theater,Kasperltheater,n,the Leopoldstädter/Kasperl theatre in Vienna
e1b42566,oe1bu9454-262,3,Münst,Minister,n,Wilhelm von Humboldt was Prussian Minister at the Congress
591c0d1d,oe1bu9454-263,1,trat er die Weise in seinen Staaten,trat er die Reise in seine Staaten an,@18694 Weise -> Reise,"'Weise' (manner) makes no sense with 'antreten'; 'Reise' (journey) fits, and 'R'/'W' confuse in Kurrent"
1776424c,oe1bu9454-263,1,Hoffrath Hahn,Hofrath Hahn,n,spelling variant only; retained as written in the translation
967e63cc,oe1bu9454-263,2,Fält der Bericht um hallwege Vorteilhaft aus,Fällt der Bericht nur halbwege vortheilhaft aus,@18715 hallwege -> halbwege,'um hallwege' for 'nur halbwege' (halfway); 'um'/'nur' and 'hallwege'/'halbwege' are plausible Kurrent slips
1309cb80,oe1bu9454-263,2,Mühig,ruhig,n,"'ruhig' (at ease, quiet) is the expected pair with 'glücklich' and with 'von allem Kummer befreit'; as written the word contradicts the wish"
19679471,oe1bu9454-263,2,der aber aus dem treuste Herzen könte,der aber aus dem treusten Herzen kommt,n,'kommt' supplies the missing predicate: 'which however comes from the most faithful heart'
633ecca0,oe1bu9454-263,2,erſterbe Ehrfurchtsvoll,In tiefster Ehrfurcht ersterbe ich,n,the standing closing formula appears here abbreviated/inverted
0cc92c71,oe1bu9454-264,1,Anmer,Immer,n,'Immer besorgt und zweifelsvoll' ('ever anxious and full of doubt') is idiomatic and one minim from the transcription.
c8011b3d,oe1bu9454-264,1,Guts beschieden,Gutsbesitzer,n,Sense requires estate owners who must abandon their property.
039602c7,oe1bu9454-264,1,die 30000 M,die 30000 Rthl,n,'M' in the Pfennig/currency position is anachronistic for 1815; likely an abbreviation stroke misread.
aafff069,oe1bu9454-264,1,Koscher,Koschentiner (Güter),n,The sale under discussion is of the Koschentin estates; 'Koscher' appears to be an abbreviated or corrupted form.
3b961d96,oe1bu9454-264,2,mum,nimm,n,'nimm mirs nicht übel' is the fixed idiom; n/m confusion in Kurrent minims.
11d60067,oe1bu9454-264,2,jedes,jedoch,n,Adversative sense required by the following clause.
5cdc9828,oe1bu9454-264,2,vorgeritten,vorgeschlagen,n,Sense requires 'proposed / put forward'.
a40c1c15,oe1bu9454-264,2,3 Milliren,3 Millionen,n,'Milliren' is not a German word; the figure is retained as transcribed.
f92d2c30,oe1bu9454-264,3,pranzte,prompte,n,'bei prompter baarer Zahlung' is the standard commercial phrase.
d0aa1126,oe1bu9454-264,3,rittend,Rthl (Reichsthaler),n,The sum requires a denomination; the following '64ziger Courant' supports Rthl.
3da2728b,oe1bu9454-264,3,Eine durchlaucht,Ewr Durchlaucht,n,The standing form of address throughout the letter.
e41948a6,oe1bu9454-266,1,Wüste[?] Hoheit,Rußische Hoheit,n,Context (Russia obtaining the districts) suggests Russian sovereignty; left untranslated in the text as required.
afa9cfb6,oe1bu9454-266,1,des Z Kaysens,des Kaysers,n,"Possible stray letter before ""Kaysers""."
9b389523,oe1bu9454-266,1,Faßen den mit Oblat zu machen,und diesen mit Oblate zu schließen,n,"Oblate = a sealing wafer; ""Faßen"" likely ""fassen/schließen""."
6a8f327b,oe1bu9454-266,2,Auf ſieht er,Auch sieht er,n,"Minim confusion; yields ""He also looks a little black when I want to borrow."""
32419162,oe1bu9454-266,2,hängern,hungern,n,"Parallel with ""nichts im Leibe"" above."
da8abc5e,oe1bu9454-266,2,Können nur erst die 100 Ducaten hier an,Könnten nur erst die 100 Ducaten hier ankommen,n,Restores the optative clause; not folded into the translation.
9bd91e40,oe1bu9454-266,2,Ihre an mir gesandte Briefen,Ihre an mich gesandten Briefe,n,Case error in the transcription or the original.
e68c9f1e,oe1bu9454-267,1,nichts sehr und höhre,nichts sehe und höre,@18954 sehr -> sehe,"""sehr"" for ""sehe"" is a single-letter confusion; the pairing with höre is formulaic"
e96afb2f,oe1bu9454-267,2,den sonst steht die ganze Maschine still,denn sonst steht die ganze Maschine still,n,"""den"" for ""denn"" is a routine Kurrent slip"
dd887262,oe1bu9454-268,1,fals doch dieser Winkel der Erde Rußland anheim,fällt doch dieser Winkel der Erde Rußland anheim,y,"anheimfallen requires the finite verb fällt; ""fals"" is likely a misread fällt."
1ceb3e88,oe1bu9454-268,1,nicht mehr sie fröhliche Gesichtern,nicht mehr so fröhliche Gesichter,@19009 sie -> so,"""sie"" for ""so"" is a plausible single-letter confusion; the comparative with ""als Anfänglich"" requires ""so""."
cd72218e,oe1bu9454-268,2,112 Rthl,112000 Rthl,n,Matches the sum named on page 1; but the figure is left as transcribed in the translation.
ade78e4d,oe1bu9454-268,2,Ihren Hoffrath Hahn,Ihrem Hofrath Hahn,n,Dative required; spelling Hoffrath non-standard.
