letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
85,1,6795,6796,¬,wür,de,würde,join,high,joined form occurs elsewhere in this corpus,False,334,,0,,19,," von 26,000. Richt. erhalten hat. Ich wür¬ || de also, ohne diesen Vortheil zu rühmen; u"
85,1,6796,6797,¬,de,rauf,derauf,split,high,joined form unattested; both halves are real words,False,0,219,19,7610982,5,0,"ne diesen Vortheil zu rühmen; und ohne de¬ || rauf Rücksicht zu nehmen, daß die überflüß"
85,1,6797,6798,¬,Wal,dung,Waldung,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,3,,"ksicht zu nehmen, daß die überflüßige Wal¬ || dung ſehr bedeutende, und vortheilhafte Re"
85,1,6800,6801,¬,Gü,ther,Güther,join,high,joined form occurs elsewhere in this corpus,False,11,,2,,2,,ch. gegen den angegebenen Ertrag Ihrer Gü¬ || ther und der darauf zuzuschießenden Capita
85,1,6801,6802,¬,ver,liere,verliere,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,1,,"der darauf zuzuschießenden Capitalien ver¬ || liere. Bey dieser Länge der Sache, die Ewr"
85,1,6805,6806,¬,ver,unschlagte,verunschlagte,split,high,joined form unattested; both halves are real words,False,0,0,3,0,1,0,m jährlichen Ertrage von §. 650. Rthl ver¬ || unschlagte
85,2,6810,6811,¬,ver,den,verden,join,high,"joined form attested in DWDS (115,684 hits)",False,0,115684,3,,2760,,"500. Rthl jährlichen Ertrag gewähren, ver¬ || den Sie selbst einsehen, daß der Staat sic"
85,2,6815,6816,¬,derglei,chen,dergleichen,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,4,,"m Et: Min: v Voß aufgegeben, alle derglei¬ || chen Anträge von der Hand zu weisen. Dem"
85,2,6824,6825,¬,wo,mit,womit,join,high,joined form occurs elsewhere in this corpus,False,9,,206,,1423,," Hochschätzung nicht verkennen werden, wo¬ || mit ich verbleibe"
86,1,6846,6847,¬,geg,jenen,gegjenen,split,high,joined form unattested; both halves are real words,False,0,0,1,13147,15,0,"en mich Verzeihung erwarten, wenn ich geg¬ || jenen Bericht folgende Bemerkungen mir zu "
86,1,6863,6864,¬,ge,halten,gehalten,join,high,joined form occurs elsewhere in this corpus,False,13,,22,,63,,an es auch nicht einmal der Mühe wehrt ge¬ || halten auch nur eine Feder deßhalb anzuset
86,1,6865,6867,¬,Kro,teszyn,Kroteszyn,split,review,crosses a page break - check by hand,True,0,0,0,17720,1,0,iegesrath Nöldichen erstattet und von Kro¬ || teszyn jener hohe Ertrag ohne Grund angeno
86,2,6877,6878,¬,Praeroga,tiven,Praerogativen,join,high,head is not a word on its own,False,0,64,0,0,1,," seyn, wenn bey der vorwaltenden Praeroga¬ || tiven der Stadt, welche den Dominio alle A"
86,2,6880,6881,¬,abzufüh,renden,abzuführenden,join,high,"joined form attested in DWDS (4,305 hits)",False,0,4305,0,,2,,"von mir herein gezahlten und noch abzufüh¬ || renden alten Schulden, die ich garantiren "
86,2,6888,6889,¬,Inn,halt,Innhalt,split,high,joined form unattested; both halves are real words,False,0,188,0,158281,6,2374214,Zahl der Ortschaften auch der Flächen Inn¬ || halt viel erheblicher als bey jenen sind.
87,1,6936,6937,¬,her,vor,hervor,join,high,joined form occurs elsewhere in this corpus,False,9,,64,,295,,"eit der Kammern unsägliche Hinderüsse her¬ || vor gesucht würden, so daß ich nie zum Zwe"
87,1,6950,6951,-,gnä,dige,gnädige,join,high,joined form occurs elsewhere in this corpus,False,12,,0,,2,,chen wünschte. Der König gab nur eine gnä- || dige Antwort und alle andere Sachkundige M
87,1,6951,6952,¬,ge,schehen,geschehen,join,high,joined form occurs elsewhere in this corpus,False,94,,22,,3,,"Sachkundige Männer sahen die Sache als ge¬ || schehen an, biß endlich erstlich der Minis"
87,2,6976,6977,¬,Aus,schlag,Ausschlag,join,high,joined form occurs elsewhere in this corpus,False,2,,543,,7,,stigste gerügt und einen unangenehmen Aus¬ || schlag gewinnen dörffte.
87,3,6998,6999,¬,Ge,währ,Gewähr,join,high,"joined form attested in DWDS (469,466 hits)",False,0,469466,22,,1,," an 41500 Rthl wofür ich dem König die Ge¬ || währ geleistet haben würde, biß seine Depa"
87,3,7001,7002,¬,ver,bürge,verbürge,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,4,,welches ich auf mein fürstliches Wort ver¬ || bürge. Mehr als hart und drückend ist für 
87,3,7009,7010,¬,Stoll,ensée,Stollensée,split,high,joined form unattested; both halves are real words,False,0,0,0,137537,1,0,"rsuchen - und sich vom Minister von Stoll¬ || ensée die Acten, worinn die Correspondenz "
87,3,7011,7012,¬,König,dem,Königdem,split,high,joined form unattested; both halves are real words,False,0,0,307,2723496,1098,0,"er Güter, zwischen dem Hochseeligen König¬ || dem Minißer v. Voss v. Struensee und Graf "
87,3,7015,7017,¬,Ge,such,Gesuch,join,review,crosses a page break - check by hand,True,8,137057,22,215421,1,44256,"s dringendste dem guten Monarchen mein Ge¬ || such ans Herz zu legen, damit ich keine fe"
87,4,7018,7019,¬,behar,ren,beharren,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,6,,haft und Ergebenheit mit der ich zu behar¬ || ren die Ehre habe.
88,1,7027,7028,¬,Kö,nigs,Königs,join,high,joined form occurs elsewhere in this corpus,False,31,,1,,1,,"eranlasset worden, die von mir bey des Kö¬ || nigs Majestät in Antrag gebrachte Vertausc"
88,1,7029,7030,¬,er,gebenen,ergebenen,join,high,"joined form attested in DWDS (4,875,601 hits)",False,0,4875601,1274,,2,,"Krotoszyn, worzu ich nach meiner schon er¬ || gebenen Erklärung Polajewo keinesweges mit"
88,1,7033,7034,¬,Re,sultaten,Resultaten,join,high,"joined form attested in DWDS (1,074,011 hits)",False,0,1074011,0,,1,,"Commissarien erstatteten Berichten und Re¬ || sultaten, nicht aber in der eignen Überzeu"
88,1,7034,7035,¬,Be,schaffenheit,Beschaffenheit,join,high,"joined form attested in DWDS (208,917 hits)",False,0,208917,3,,1,, der eignen Überzeugung von der wahren Be¬ || schaffenheit des Amts Krotoszyn beruheten:
88,1,7036,7037,¬,In,teresse,Interesse,join,high,joined form occurs elsewhere in this corpus,False,19,,1855,,1,," welchem Euer Excellenz das Königliche In¬ || teresse so gewissenhafft hierbey warteten,"
88,1,7047,7048,-,mei,nem,meinem,join,high,joined form occurs elsewhere in this corpus,False,26,,1,,2,,"gemeßen halten, wenn ich mich bey dem mei- || nem Gesuch entgegen gestellten Gründen, be"
88,2,7053,7054,¬,Grun,de,Grunde,join,high,joined form occurs elsewhere in this corpus,False,47,,0,,19,,"ejenigen eigennützigen Absichten zum Grun¬ || de gelegen haben, wie solches in der That "
88,2,7057,7058,¬,ver,sichert,versichert,join,high,joined form occurs elsewhere in this corpus,False,28,,3,,6,,"igen Gesinnungen halte ich mich daher ver¬ || sichert, daß dieselben diejenigen anderwei"
89,1,7087,7089,,nicht,nicht,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,nicht || nicht schwer fallen das Resultat zu ziehen
89,2,7103,7104,¬,Comi,sarius,Comisarius,join,high,head is not a word on its own,False,0,0,0,879,1,,"in Plan, daß der König absolut einen Comi¬ || sarius ernennen, oder gleich entscheidend "
89,3,7114,7115,¬,ver,ursachen,verursachen,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,1,,nd Ewr Durchlaucht Kosten und Verdrus ver¬ || ursachen könten.
89,3,7121,7122,¬,will,Er,willEr,join,high,"joined form attested in DWDS (10,331 hits)",False,0,10331,287,,1274,,was er will¬ || Er hatt zu diesem Ende mit seine Associis 
89,3,7122,7123,¬,Can,tion,Cantion,split,high,joined form unattested; both halves are real words,False,0,0,2,158246,6,13611,u diesem Ende mit seine Associis eine Can¬ || tion von 10000 Rthl gemacht —
89,4,7131,7132,¬,hatt,Mitt,hattMitt,split,high,joined form unattested; both halves are real words,False,0,0,128,21152,30,29799,es oder jenes verwendet und verwandt hatt¬ || Mitt diesen Contract mit den Quittungen tr
89,4,7141,7142,¬,hätt,darauf,hättdarauf,split,high,joined form unattested; both halves are real words,False,0,0,2,80935,134,15200161,"man daß es 49000 Rthl gebracht hätt¬ || darauf wird geantwortet, wodurch dies zu e"
89,4,7146,7147,¬,Rech,mungen,Rechmungen,split,high,joined form unattested; both halves are real words,False,0,0,1,71570,1,866,rtet der Nöldiche. Hier habe ich die Rech¬ || mungen des Rentmeister Schmudels der zur Z
89,4,7148,7149,¬,Be,sagen,Besagen,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,101,,"n Administration selbige geführt diese Be¬ || sagen so viel oder weniger, das übrige ged"
89,6,7174,7175,¬,Abstands,Quantum,AbstandsQuantum,split,high,joined form unattested; both halves are real words,False,0,0,4,2229032,12,52256,"nscht, sondern ihm noch dazu ein Abstands¬ || Quantum gegeben, und den König, wan ihn de"
89,6,7179,7180,¬,Ab,stands,Abstands,join,high,joined form occurs elsewhere in this corpus,False,4,,96,,1,,"on neuen Pächter angenommen, dem T das Ab¬ || stands quantum voraus bezahlen und es hern"
89,7,7195,7196,¬,ge,standen,gestanden,join,high,joined form occurs elsewhere in this corpus,False,5,,22,,5,, so hohen Preisen als solche würcklich ge¬ || standen bezahlen ohne es laut werden zu la
89,8,7216,7217,-,Kro,toszyner,Krotoszyner,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,1,," zu zahlen, als bey der recherche der Kro- || toszyner Polajewer und Ewr Durchlaucht Güt"
89,8,7221,7222,¬,al,Rthl,alRthl,split,high,joined form unattested; both halves are real words,False,0,0,1,675491,1519,152,stin kan und will durch aus nicht mehr al¬ || 30000 Rthl geben - Nising soll die Instrum
89,8,7223,7224,¬,For,mular,Formular,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,1,,"as weniges nach dem hier eingesandten For¬ || mular abändern, als dan soll das Geld hier"
89,8,7229,7230,¬,wä,Kurze,wäKurze,split,high,joined form unattested; both halves are real words,False,0,0,1,1620,9,19902396,"rne thun zu wollen, nur konte Sie jezt wä¬ || Kurze der Zeit nicht mehr Rath schaffen"
91,1,7275,7276,¬,Vertauschungs,Angelegenheit,VertauschungsAngelegenheit,join,high,head is not a word on its own,False,0,0,0,0,24,,chstdieselben in der Güther-Vertauschungs¬ || Angelegenheit nur zu ertheilen geruhet
91,2,7292,7293,¬,unbegrenz,testen,unbegrenztesten,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"ich die Betheuerung der unbegrenz¬ || testen Ehrerbietigkeit hinzu, womit"
92,1,7310,7311,¬,Verfü,gangen,Verfügangen,join,high,head is not a word on its own,False,0,0,0,509,2,,ürſtlichen Durchlaucht mitgetheilte Verfü¬ || gangen antworten zu können.
93,1,7329,7330,¬,ent,sprochen,entsprochen,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,4,,ffe daß selbiges Höchst dero Wünschen ent¬ || sprochen wird. Heute schon hatte der Minis
93,1,7330,7331,¬,Stru,ensee,Struensee,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,1,,rd. Heute schon hatte der Minister v Stru¬ || ensee sämtliche Acten Sr Majestät vorlegen
93,2,7346,7347,¬,Gefällig,keit,Gefälligkeit,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,10,,"ch: gegeben, und dieser hatt die Gefällig¬ || keit gehabt, es heute Sr Majestät vorzuleg"
93,2,7349,7350,¬,ent,gegen,entgegen,join,high,joined form occurs elsewhere in this corpus,False,59,,1,,167,," gemacht, daß wenn Polajewo der Sache ent¬ || gegen stünde, ich diese Güter auf 30 Jahre"
93,2,7351,7352,¬,eigen,Mitteln,eigenMitteln,split,high,joined form unattested; both halves are real words,False,0,7,4,26111988,1,4168466,ugleich alle Jahr 6 Bauer Güter aus eigen¬ || Mitteln erbauen - alle wüste Gründe für ei
93,2,7362,7363,¬,be,endigt,beendigt,join,high,joined form occurs elsewhere in this corpus,False,13,,3,,6,,mit die Nidernhallsche Sache glücklich be¬ || endigt wird.
93,3,7370,7371,¬,Durch,für,Durchfür,split,high,joined form unattested; both halves are real words,False,0,7,519,77747868,610,378371132,haben Ewr Durch¬ || für keinen nichts gethan als –
93,3,7374,7375,¬,erkken,Sie,erkkenSie,join,high,head is not a word on its own,False,0,0,0,0,1174,,"n wolle Ihnen ärgern und in Geheim erkken¬ || Sie würden dies nicht länger dulden, sonde"
93,3,7380,7381,-,Bösewicht,Der,BösewichtDer,split,high,joined form unattested; both halves are real words,False,0,0,9,102578,3841,0,heit abs[?] scheut doch mancher Bösewicht- || Der Obrist v. Köckritz ist ein braver redl
94,1,7395,7396,¬,Ma,jestät,Majestät,join,high,joined form occurs elsewhere in this corpus,False,81,,1,,3,,"heutiger Post abgehenden Schreiben Sr. Ma¬ || jestät des Königs, werden Ew. hochfürstlic"
94,1,7400,7401,¬,Ba,lanciren,Balanciren,split,high,joined form unattested; both halves are real words,False,0,5,0,36530,1,0,"zzungen sodann gehörig gegen ein ander Ba¬ || lanciren zu können, und kann höchst Denens"
94,1,7411,7413,,einschlägt,einschlägt,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"einschlägt || einschlägt, so werde ich mich doch nicht w"
94,2,7414,7415,¬,be,endigt,beendigt,join,high,joined form occurs elsewhere in this corpus,False,13,,3,,6,,"che Durchlaucht völligen Zufriedenheit be¬ || endigt zu sehen, indem meine für höchstdie"
94,2,7416,7417,¬,da,ran,daran,join,high,joined form occurs elsewhere in this corpus,False,20,,447,,1,,ehrung mich gewiß den wärmsten Antheil da¬ || ran nehmen läßt. Nichts in der Welt könnte
95,2,7447,7448,¬,Depos,partements,Depospartements,split,high,joined form unattested; both halves are real words,False,0,0,0,2212,2,29, Ewr Durchlaucht von Einteilung des Depos¬ || partements und von sonstigen wißen von Ihr
95,2,7452,7453,¬,Aufschlus,jezt,Aufschlusjezt,split,high,joined form unattested; both halves are real words,False,0,0,1,10,456,6300,te - jedes mündlich darüber den Aufschlus¬ || jezt geruhten Ewr Durchlaucht ja meinen Ra
95,3,7472,7473,¬,Kayser,und,Kayserund,split,high,joined form unattested; both halves are real words,False,0,0,65,55409,5259,1133103472,an glaubt an einen Frieden mit dem Kayser¬ || und Franzosen
95,3,7478,7479,¬,An,wegen,Anwegen,split,high,joined form unattested; both halves are real words,False,0,13,992,203629291,307,16246227,eine Estaffette und den können Höchſt An¬ || wegen des Urlaubs gleich schreiben -
96,1,7487,7488,¬,hatt,mich,hattmich,split,high,joined form unattested; both halves are real words,False,0,0,128,21152,702,0, verehrungswürdige Obrist v Köckritz hatt¬ || mich widerhohlt aufgetragen Ewr Hochfürstl
97,1,7564,7565,¬,ge,antwortet,geantwortet,join,high,joined form occurs elsewhere in this corpus,False,12,,22,,8,,"en nehmen könten, worauf ihm der König ge¬ || antwortet. Es würde Ihm freuen Ewr Durchla"
97,2,7578,7579,¬,we,der,weder,join,high,joined form occurs elsewhere in this corpus,False,43,,1,,3841,,"t beider bey Güter alles prüfen, damit we¬ || der der Staat oder Ewr Durchlaucht verlohr"
97,2,7580,7581,¬,öffent,liche,öffentliche,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,4,," dies soll nun nur noch durch eine öffent¬ || liche Cabinets Ordre bestätigt werden, und"
97,2,7589,7590,¬,Unter,thänige,Unterthänige,join,high,joined form occurs elsewhere in this corpus,False,1,,132,,1,,cul Geschäfte mündlich meinen treue Unter¬ || thänige Meinungen — jezt mein Wahrhaft red
98,2,7628,7629,¬,Be,es,Bees,join,high,"joined form attested in DWDS (11,311 hits)",False,0,11311,3,,1323,,ill. Grundlich weis ich nichts — jedes Be¬ || es wohl mit um den Prinzen Solms ſind-
98,2,7629,7630,-,ſind,Dieser,ſindDieser,split,high,joined form unattested; both halves are real words,False,0,5,509,46996,281,216259470,es wohl mit um den Prinzen Solms ſind- || Dieser hatt sich schon vor 5 Monath in Geh
98,2,7634,7635,¬,andere,Gestern,andereGestern,split,high,joined form unattested; both halves are real words,False,0,0,102,56420901,82,10052723,och immer aus einer Gemacht in die andere¬ || Gestern Abend ist der Princes die würde al
98,3,7652,7653,¬,Wedde,ein,Weddeein,split,high,joined form unattested; both halves are real words,False,0,0,0,3401,815,0,"prochen - in Geheim aber mit seinen Wedde¬ || ein niederträchtiges Gutachten gegeben, wo"
98,4,7666,7667,¬,posse,der,posseder,split,high,joined form unattested; both halves are real words,False,0,0,0,41956,3841,0,cht ja nichts - dies ist eine bloße posse¬ || der Prinz George wider räth dies sehr - so
98,4,7678,7679,¬,will,In,willIn,split,high,joined form unattested; both halves are real words,False,0,737,287,0,1855,0,rnt man weil der leztere immer Krieg will¬ || In tiefer Submission erstürbe
99,1,7692,7693,¬,bean,endigt,beanendigt,split,high,joined form unattested; both halves are real words,False,0,0,0,70288,6,2476,m Herzen liegen werden gewiß bestens bean¬ || endigt und alles ann erwünschten Ziele geb
99,2,7706,7707,¬,einge,leitet,eingeleitet,join,high,joined form occurs elsewhere in this corpus,False,17,,1,,7,,Schreiben am Hn. Prittwitz schon so einge¬ || leitet daß er Wildeganster zu seinen Assis
99,3,7729,7730,¬,Man,nes,Mannes,join,high,joined form occurs elsewhere in this corpus,False,10,,546,,3,,chrieben und auf die Cassation dieses Man¬ || nes angetragen - der O v Ko. ist hierüber 
99,3,7730,7731,¬,ent,rüstet,entrüstet,join,high,joined form occurs elsewhere in this corpus,False,2,,1,,1,,ragen - der O v Ko. ist hierüber sehr ent¬ || rüstet und halt um 13 für falsch - Er hatt
