letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
2,1,44,45,¬,re,girenden,regirenden,join,high,joined form occurs elsewhere in this corpus,False,2,,5,,1,,deiner hochfürstlichen Durchlaucht des re¬ || girenden Herrn Fürsten zu Hohenlo¬
8,12,2195,2196,¬,Zago,rower,Zagorower,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"Departement belegenen Zago¬ || rower, Wittow und Trąbczyner"
8,12,2204,2205,¬,be,Sar,beSar,join,high,"joined form attested in DWDS (3,191 hits)",False,0,3191,11,,1,,gerichtlich als aussergerichtlich zu be¬ || Sar
8,13,2208,2209,¬,Ver,haltungs,Verhaltungs,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,1,,"Approbationen oder Ver¬ || haltungs befehle sowohl, als"
8,13,2221,2222,¬,be,sorgen,besorgen,join,high,joined form occurs elsewhere in this corpus,False,2,,11,,2,,"Geschäfte für mich zu be¬ || sorgen, sich mit denen"
8,13,2233,2234,¬,ein,tersuchen,eintersuchen,split,high,joined form unattested; both halves are real words,False,0,0,95,0,1,34,und Dienstleistung zu ein¬ || tersuchen und wenn er
8,13,2241,2243,,Schränkt,schränkt,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Schränkt || schränkt und frey bei allen
8,14,2244,2245,¬,Angelegen,heiten,Angelegenheiten,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,2,,"behörden und Angelegen¬ || heiten so zu handeln, wie"
8,14,2250,2251,¬,ver,möge,vermöge,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,3,,bevollmächtigter ver¬ || möge dieses erhaltenen
8,14,2252,2253,¬,ver,spreche,verspreche,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,1,,"Auftränger thun wird, ver¬ || spreche ich hiedurch zu geneh¬"
8,14,2253,2254,¬,geneh,migen,genehmigen,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,,spreche ich hiedurch zu geneh¬ || migen und darüber der¬
8,14,2254,2255,¬,der,gestallt,dergestallt,join,high,joined form occurs elsewhere in this corpus,False,1,,698,,1,,migen und darüber der¬ || gestallt unverbruchlich
8,14,2258,2259,¬,ver,bindlich,verbindlich,join,high,joined form occurs elsewhere in this corpus,False,12,,3,,5,,"mache ich mich auch ver¬ || bindlich, meinen Herrn"
8,14,2269,2270,¬,sa,be,sabe,split,high,joined form unattested; both halves are real words,False,0,771,0,1362125,11,105863,dessen zu Urkund sa¬ || be ich diesen General
8,15,2281,2282,¬,regie,rende,regierende,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,2,,Daß Sr Durchlaucht der regie¬ || rende dem unterschriebenen
8,15,2285,2286,¬,Fürst,und,Fürstund,split,high,joined form unattested; both halves are real words,False,0,0,28,391074,1506,1133103472,"dispositions fähige Fürst¬ || und Herr, General der Infan¬"
8,15,2286,2287,¬,Infan,terie,Infanterie,join,high,joined form occurs elsewhere in this corpus,False,10,,0,,1,,"und Herr, General der Infan¬ || terie, Cheff eines Regiments"
8,15,2295,2296,¬,Forst,Rath,ForstRath,join,high,joined form occurs elsewhere in this corpus,False,12,,37,,45,,Königl. Krieges und Forst¬ || Rath Herrn v. Trieben¬
8,15,2296,2297,¬,Trieben,feld,Triebenfeld,join,high,joined form occurs elsewhere in this corpus,False,46,,0,,14,,Rath Herrn v. Trieben¬ || feld gerichtete General
8,15,2300,2301,¬,wort,lichen,wortlichen,join,high,"joined form attested in DWDS (1,559 hits)",False,0,1559,5,,16,,"errichtet, sich zum wort¬ || lichen Inhalt derselben"
8,16,2308,2309,¬,unterschrie,ben,unterschrieben,join,high,joined form occurs elsewhere in this corpus,False,21,,0,,14,,"eigenthümlich unterschrie¬ || ben und besiegelt haben,"
8,16,2311,2312,¬,fi,dem,fidem,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,363,,Protocolli de hodicano in fi¬ || dem puplicam attestiret.
8,16,2328,2329,¬,Depar,fement,Deparfement,join,high,head is not a word on its own,False,0,0,0,18,1,,im Kalischen Cammer Depar¬ || fement und dessen Koninschen
8,17,2339,2340,¬,Grund,stücken,Grundstücken,join,high,"joined form attested in DWDS (2,001,029 hits)",False,0,2001029,44,,1,,nebst den Herrschaftl. Grund¬ || stücken zu Marianton über
8,17,2353,2354,¬,in,gleichen,ingleichen,join,high,joined form occurs elsewhere in this corpus,False,1,,377,,7,,Swięcia und Broniki in¬ || gleichen die zur Herrschaft
8,17,2355,2356,¬,Vor,werkern,Vorwerkern,split,high,joined form unattested; both halves are real words,False,0,840,43,105411485,1,96,"Trąbczyn gehörigen Vor¬ || werkern, Nowawies, Przy¬"
8,17,2356,2357,¬,Przy,bislaw,Przybislaw,split,high,joined form unattested; both halves are real words,False,0,0,2,95,1,10,"werkern, Nowawies, Przy¬ || bislaw, Stara Hutta und"
8,17,2360,2361,¬,dorf,Olesnice,dorfOlesnice,split,high,joined form unattested; both halves are real words,False,0,0,11,3257436,1,17,"B. das Vorwerk und dorf¬ || Olesnice ingleichen, das"
8,17,2362,2363,¬,Szetle,wek,Szetlewek,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,1,,Vorwerk und darf Szetle¬ || wek vererbpachten
8,17,2370,2372,,der,der,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,der || der Nüglichkeit dieses Ver¬
8,18,2372,2373,¬,Ver,habens,Verhabens,split,high,joined form unattested; both halves are real words,False,0,0,3,0,1,11371,der Nüglichkeit dieses Ver¬ || habens und der Uns und
8,18,2374,2375,¬,ge,leisteten,geleisteten,join,high,"joined form attested in DWDS (253,966 hits)",False,0,253966,6,,2,,"Unserm Königl. Hause ge¬ || leisteten, und noch zu"
8,18,2379,2380,¬,In,gelfingen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,377,,2,,"fürsten, zu Hohenlohe In¬ || gelfingen Unsers Generals"
8,18,2381,2382,¬,Gou,verneurs,Gouverneurs,join,high,"joined form attested in DWDS (280,212 hits)",False,0,280212,0,,1,,der Infanterie und Gou¬ || verneurs von Breslau mit
8,18,2395,2396,¬,Entschä,digung,Entschädigung,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,1,,bewilligende Entschä¬ || digung näher bestimmt
8,19,2425,2426,¬,her,stellen,herstellen,join,high,"joined form attested in DWDS (3,210,784 hits)",False,0,3210784,0,,9,,Kosten wieder her¬ || stellen muß.
8,20,2436,2437,¬,vorgeschrie,benen,vorgeschriebenen,join,high,"joined form attested in DWDS (320,937 hits)",False,0,320937,0,,2,,"Cassen, in der vorgeschrie¬ || benen Terminen, abgeführt"
8,20,2443,2444,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,Forsten eingetragen wer¬ || den
8,20,2449,2450,¬,reser,virten,reservirten,split,high,joined form unattested; both halves are real words,False,0,0,1,783,2,7,der dismembration reser¬ || virten Fürsten im Hg¬
8,20,2450,2451,¬,Hg,pothequen,Hgpothequen,split,high,joined form unattested; both halves are real words,False,0,0,0,45949,1,0,"virten Fürsten im Hg¬ || pothequen, auch einge¬"
8,20,2451,2452,¬,einge,tragen,eingetragen,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,13,,"pothequen, auch einge¬ || tragen und solcherge¬"
8,20,2452,2453,¬,solcherge,stellt,solchergestellt,join,high,head is not a word on its own,False,0,0,0,0,1,,tragen und solcherge¬ || stellt sichergestellt wer¬
8,20,2453,2454,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,"stellt sichergestellt wer¬ || den, wogegen wir"
8,20,2462,2463,¬,unzu,müglich,unzumüglich,join,high,head is not a word on its own,False,0,0,0,457,1,,holzungs Rechte unzu¬ || müglich befunden werden
8,20,2464,2466,,soll,sollten,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,"soll || sollten, dafür eine Ent¬"
8,21,2466,2467,¬,Ent,schädigung,Entschädigung,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,1,,"sollten, dafür eine Ent¬ || schädigung durch einen"
8,21,2476,2477,¬,Do,mainen,Domainen,join,high,joined form occurs elsewhere in this corpus,False,3,,15,,1,,Unserer Krieges und Do¬ || mainen kammer mus¬
8,21,2477,2478,¬,mus,fertigen,musfertigen,split,high,joined form unattested; both halves are real words,False,0,0,0,41892,3,1282203,"mainen kammer mus¬ || fertigen lassen, und"
8,21,2491,2492,¬,Zago,rowo,Zagorowo,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,1,,der herrschaften Zago¬ || rowo und Trąbczyn.
8,21,2495,2496,¬,gleich,lau,gleichlau,split,high,joined form unattested; both halves are real words,False,0,11,10,18087529,0,167012,praevia Collatione gleich¬ || lau¬
8,21,2496,2498,¬,lau,lautend,laulautend,catchword,high,fragment repeats the next page opening,True,0,,0,,3,,lau¬ || lautend befunden wor¬
8,22,2498,2499,¬,wor,den,worden,join,high,joined form occurs elsewhere in this corpus,False,52,,1,,482,,"lautend befunden wor¬ || den, solches wird sie"
8,22,2500,2501,¬,attesti,ret,attestiret,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,1,,durch glaubhaft attesti¬ || ret
8,22,2519,2520,¬,Ingelfin,gen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,2,,40,,"fürsten zu Hohenlohe Ingelfin¬ || gen, und dem Einsaaßen Christian"
9,1,2529,2530,¬,regie,renden,regierenden,join,high,joined form occurs elsewhere in this corpus,False,28,,0,,6,,selben zwischen Sr. Durchlaucht des regie¬ || renden Herr Fürsten zu Hohenlohe Ingelfing
9,1,2540,2541,¬,Justi,tario,Justitario,split,high,joined form unattested; both halves are real words,False,0,0,0,4437,1,55,Vor Unterschriebenen hiesigen Justi¬ || tario erschienen persönlich
9,1,2544,2545,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,General Bevollmächtigter Sr. Durch¬ || laucht des regierenden Herrn
9,2,2554,2555,¬,wal,tet,waltet,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,3,,"persönlich bekannt, und es wal¬ || tet gegen ihre Fähigkeiten, ge-"
9,2,2555,2556,-,ge,richtliche,gerichtliche,join,high,joined form occurs elsewhere in this corpus,False,9,,6,,2,,"tet gegen ihre Fähigkeiten, ge- || richtliche Handlungen gültig zu"
9,2,2560,2561,-,Pachts,Contract,PachtsContract,split,high,joined form unattested; both halves are real words,False,0,0,2,119818,99,5186,unter sich geschloßenen Pachts- || Contract zum Gerichtlichen Pro¬
9,2,2561,2562,¬,Pro,tocoll,Protocoll,join,high,joined form occurs elsewhere in this corpus,False,19,,20,,1,,Contract zum Gerichtlichen Pro¬ || tocoll.
9,2,2563,2564,¬,Krie,ges,Krieges,join,high,joined form occurs elsewhere in this corpus,False,34,,0,,1,,§. I. Es verpachtet nehmlich Herr Krie¬ || ges und Forst. Rath von Trieben¬
9,2,2564,2565,¬,Trieben,feld,Triebenfeld,join,high,joined form occurs elsewhere in this corpus,False,46,,0,,14,,ges und Forst. Rath von Trieben¬ || feld kraft der von Sr. Hochfürst¬
9,2,2565,2566,¬,Hochfürst,lichen,Hochfürstlichen,join,high,joined form occurs elsewhere in this corpus,False,26,,0,,16,,feld kraft der von Sr. Hochfürst¬ || lichen Durchlaucht habenden Voll¬
9,2,2566,2567,¬,Voll,macht,Vollmacht,join,high,joined form occurs elsewhere in this corpus,False,24,,0,,18,,"lichen Durchlaucht habenden Voll¬ || macht, das Vorwerk Kopoyno"
9,2,2572,2573,¬,Warthe,Strahm,WartheStrahm,split,high,joined form unattested; both halves are real words,False,0,0,0,6666,1,10518,"Gewäßern und dem Warthe¬ || Strahm, und allen ſubrigen Nu¬"
9,2,2573,2574,¬,Nu,tzungen,Nutzungen,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,1,,"Strahm, und allen ſubrigen Nu¬ || tzungen, jedoch mit Ausschluß der"
9,2,2580,2582,,Sechs,Sechs,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Sechs || Sechs nach einander folgende Jahre
9,3,2589,2590,¬,un,Voraus,unVoraus,split,high,joined form unattested; both halves are real words,False,0,0,1,594768,3,356589,"Dieses Pachtgeld wird jährlich un¬ || Voraus, und zwar: jedesmal"
9,4,2611,2612,¬,Kopoy,no,Kopoyno,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,8,,"Hand-Dienster, die in Kopoy¬ || no befindlichen gesammten Ko¬"
9,4,2612,2613,¬,Ko,morniken,Komorniken,split,high,joined form unattested; both halves are real words,False,0,0,0,100660,1,0,no befindlichen gesammten Ko¬ || morniken und Einlieger mit
9,4,2620,2621,¬,un,bestimmt,unbestimmt,join,high,"joined form attested in DWDS (205,976 hits)",False,0,205976,1,,6,,"b., jeder Einlieger, deren Zahl un¬ || bestimmt, ist, zwey Morgen Mag¬"
9,4,2621,2622,¬,Mag,deburgl,Magdeburgl,split,high,joined form unattested; both halves are real words,False,0,5,3,25146106,1,0,"bestimmt, ist, zwey Morgen Mag¬ || deburgl. Maaßes, zinßfrey, im"
9,4,2627,2628,¬,Brodtge,strandes,Brodtgestrandes,join,high,head is not a word on its own,False,0,0,0,0,1,,Das freye Mahlen des Brodtge¬ || strandes wird dem Pächter in denen
9,4,2629,2630,¬,Kopoy,no,Kopoyno,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,8,,Mühlen zu Tarzewo und Kopoy¬ || no mit verliehen; der baare Zins
9,4,2631,2632,¬,Vor,püchter,Vorpüchter,split,high,joined form unattested; both halves are real words,False,0,0,43,105411485,1,49,dagegen bleibt dem Herrn Vor¬ || püchter sowohl aus diesen Müh¬
9,4,2632,2633,¬,Müh,len,Mühlen,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,7,,"püchter sowohl aus diesen Müh¬ || len, als auch von denen Zins"
9,5,2646,2647,¬,Ge,ter,Geter,split,high,joined form unattested; both halves are real words,False,0,224,6,215421,15,138845,"den ganzen Flächen inhalt der Ge¬ || ter werden repartirt werde, so"
9,5,2653,2654,¬,Herr,schaftl,Herrschaftl,join,high,joined form occurs elsewhere in this corpus,False,4,,107,,1,,"Kiehnen Brennholz, was der Herr¬ || schaftl. Forst, welches Holz er sich"
9,5,2668,2669,¬,die,gegen,diegegen,split,high,joined form unattested; both halves are real words,False,0,25,604,0,24,52310143,die größern Reparaturen die¬ || gegen liegen dem Herrn Ver
9,6,2676,2677,¬,Aus,samt,Aussamt,join,high,joined form occurs elsewhere in this corpus,False,1,,86,,1,,nicht mit einer bestimmten Aus¬ || samt erhält; so haben Com¬
9,6,2677,2678,¬,Com,parenten,Comparenten,join,high,joined form occurs elsewhere in this corpus,False,14,,1,,1,,samt erhält; so haben Com¬ || parenten es miteinander da¬
9,6,2678,2679,¬,da,hin,dahin,join,high,joined form occurs elsewhere in this corpus,False,10,,34,,8,,"parenten es miteinander da¬ || hin ausgemacht, daß Pächter"
9,6,2687,2688,¬,Ar,dern,Ardern,join,high,"joined form attested in DWDS (7,141 hits)",False,0,7141,0,,5,,"daß ein Theil an den Ar¬ || dern, wegen der Flus oder"
9,6,2689,2690,¬,Anforde,rungen,Anforderungen,join,high,"joined form attested in DWDS (2,731,106 hits)",False,0,2731106,0,,1,,Minus = Aussamt Anforde¬ || rungen machen wird. Die
9,6,2692,2693,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,gleiche Theile eingetheilt wer¬ || den.
9,6,2699,2700,¬,Rub,riquen,Rubriquen,split,high,joined form unattested; both halves are real words,False,0,0,0,11427,1,5,verschiedenen Wirthschafts Rub¬ || riquen
9,7,2705,2706,¬,er,hält,erhält,join,high,joined form occurs elsewhere in this corpus,False,14,,57,,7,,"liegt dem Pächter ab, jedoch er¬ || hält er zu letzterem das unthi¬"
9,7,2706,2707,¬,unthi,ge,unthige,join,high,head is not a word on its own,False,0,0,0,0,6,,"hält er zu letzterem das unthi¬ || ge Holz unentgeldlich, mich müßen"
9,7,2711,2712,¬,Vor,wißen,Vorwißen,join,high,joined form occurs elsewhere in this corpus,False,1,,43,,9,,Pächter darf das Gut nur mit Vor¬ || wißen und ausdrücklicher Ge¬
9,7,2712,2713,¬,Ge,nehmigung,Genehmigung,join,high,joined form occurs elsewhere in this corpus,False,21,,6,,1,,wißen und ausdrücklicher Ge¬ || nehmigung des Herrn Verpäch¬
9,7,2713,2714,¬,Verpäch,tern,Verpächtern,join,high,"joined form attested in DWDS (15,826 hits)",False,0,15826,0,,3,,nehmigung des Herrn Verpäch¬ || tern um einen andern in Hub¬
9,7,2714,2715,¬,Hub,arrhende,Hubarrhende,split,high,joined form unattested; both halves are real words,False,0,0,0,249060,2,0,"tern um einen andern in Hub¬ || arrhende überlaßen, im entge¬"
9,7,2715,2716,¬,entge,gengesetzten,entgegengesetzten,join,high,"joined form attested in DWDS (97,942 hits)",False,0,97942,0,,1,,"arrhende überlaßen, im entge¬ || gengesetzten Falle ist eine der¬"
9,7,2716,2717,¬,der,gleichen,dergleichen,join,high,joined form occurs elsewhere in this corpus,False,7,,698,,7,,gengesetzten Falle ist eine der¬ || gleichen Sub Arrhende ungültig
9,7,2719,2720,¬,Nach,theil,Nachtheil,join,high,joined form occurs elsewhere in this corpus,False,1,,89,,13,,entstehenden Schaden oder Nach¬ || theil dem Herrn Verpächter ver¬
9,7,2720,2721,¬,ver,haftet,verhaftet,join,high,"joined form attested in DWDS (556,595 hits)",False,0,556595,3,,2,,theil dem Herrn Verpächter ver¬ || haftet.
9,7,2724,2725,¬,An,steckung,Ansteckung,join,high,joined form occurs elsewhere in this corpus,False,4,,215,,1,,"als Feuer vom Himmel, oder An¬ || steckung durch böse Leute, tata"
9,7,2726,2727,¬,er,hält,erhält,join,high,joined form occurs elsewhere in this corpus,False,14,,57,,7,,"len Haagelschlag und Krieg, er¬ || hält Pächter eine Remission,"
9,7,2731,2733,¬,Auf,Auf,AufAuf,catchword,held,held: the page foot previews the next page: Auf¬ then Auf alle andere Unglüdesfälle.,True,0,901,279,334349961,279,334349961,Auf¬ || Auf alle andere Unglüdesfälle
9,8,2738,2739,¬,mus,drücklich,musdrücklich,split,high,joined form unattested; both halves are real words,False,0,0,0,41892,2,637,"macht sich hiedurch, auch mus¬ || drücklich verbindlich zu jeder"
9,8,2740,2741,¬,sei,ne,seine,join,high,joined form occurs elsewhere in this corpus,False,53,,3,,3,,"Entschädigung, welche durch sei¬ || ne eigene oder die Schuld"
9,8,2746,2747,¬,un,terhalten,unterhalten,join,high,joined form occurs elsewhere in this corpus,False,2,,1,,1,,"gutem Dängungs-Zustande un¬ || terhalten, und darf kein Stroh"
9,8,2756,2757,¬,son,dern,sondern,join,high,joined form occurs elsewhere in this corpus,False,15,,0,,5,,Besondere Aufkündigung; son¬ || dern ist Pächter mit Johanni
9,9,2769,2770,¬,Domi,nium,Dominium,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,2,,"Wald, welcher für das Domi¬ || nium jübrig bleibt, und nicht"
